ts,icao,lat,lon,alt,vw,dw,vwx,vwy
1484136524.5,484132,52.56578,3.77113,12500,49.19,120.26,42.49,-24.79
1484136524.7,4010DD,53.31816,3.28036,36000,60.82,124.05,50.4,-34.05
1484136524.9,4CA293,52.96202,2.80869,38000,47.14,138.56,31.2,-35.34
1484136525.2,4010DD,53.31716,3.27942,36000,60.82,124.05,50.4,-34.05
1484136525.2,740734,52.08655,5.45299,14575,59.36,127.41,47.15,-36.06
1484136525.4,406AE3,52.70011,2.75325,34900,60.17,118.65,52.81,-28.85
1484136526.1,484CB8,51.62974,4.08562,14425,48.58,131.17,36.57,-31.98
1484136526.2,4841A6,50.75879,4.76509,28175,55.96,147.1,30.39,-46.98
1484136526.6,4CA8EA,52.48517,4.73885,6100,19.74,126.46,15.88,-11.73
1484136526.7,344156,52.32034,4.85556,1025,15.9,100.43,15.64,-2.88
1484136526.7,4853F4,52.32323,4.94526,2150,24.66,111.87,22.89,-9.19
1484136527.0,484132,52.56437,3.77992,12475,49.48,118.1,43.65,-23.3
1484136527.1,406AE3,52.69716,2.75078,34850,59.79,119.22,52.18,-29.19
1484136527.2,344156,52.32034,4.85525,1025,15.9,100.43,15.64,-2.88
1484136527.3,4853F4,52.32321,4.94469,2150,24.66,111.87,22.89,-9.19
1484136527.5,3C0979,52.1255,6.23886,21000,59.55,132.6,43.84,-40.31
1484136527.5,4841A6,50.76023,4.76189,28150,56.32,146.72,30.9,-47.08
1484136527.6,406AE3,52.69647,2.75024,34850,59.6,119.97,51.63,-29.78
1484136527.6,484132,52.56404,3.78008,12450,48.97,117.76,43.33,-22.81
1484136527.6,4CA8EA,52.48509,4.74099,6100,19.92,124.45,16.43,-11.27
1484136527.7,4D00D9,50.77542,4.34754,23000,53.35,144.57,30.93,-43.47
1484136527.8,344156,52.32033,4.85466,1000,16.87,111.73,15.67,-6.25
1484136527.8,484CB8,51.63188,4.08607,14400,48.99,131.59,36.64,-32.52
1484136528.0,4CA8EA,52.48504,4.74186,6075,19.96,124.37,16.48,-11.27
1484136528.1,4CA293,52.96317,2.79976,38000,46.75,137.71,31.46,-34.58
1484136528.2,344156,52.32028,4.85435,1000,16.87,111.73,15.67,-6.25
1484136528.2,484CB5,51.16151,4.02107,20700,46.03,139.46,29.92,-34.98
1484136528.3,484CB8,51.63254,4.08625,14375,48.94,131.54,36.63,-32.46
1484136528.5,4841A6,50.76128,4.76027,28150,56.32,146.72,30.9,-47.08
1484136528.6,4010DD,53.31148,3.27385,36000,61.57,124.0,51.05,-34.43
1484136528.6,484132,52.5634,3.78288,12450,49.11,118.23,43.27,-23.23
1484136529.1,4010DD,53.31079,3.27322,36000,61.57,124.0,51.05,-34.43
1484136529.2,484132,52.56306,3.78605,12425,49.17,118.21,43.33,-23.25
1484136529.3,461F6E,52.04256,5.42489,37975,47.07,148.6,24.53,-40.18
1484136529.6,484132,52.56278,3.78589,12425,49.13,117.52,43.57,-22.7
1484136529.7,4CA71A,52.01074,4.55009,37000,52.6,136.12,36.46,-37.91
1484136529.8,484CB8,51.63444,4.08646,14375,48.94,131.54,36.63,-32.46
1484136529.8,4CA8EA,52.48485,4.74579,6075,19.99,124.24,16.53,-11.25
1484136530.2,484132,52.56253,3.78883,12425,49.13,117.52,43.57,-22.7
1484136530.2,484CB8,51.63495,4.08646,14350,48.89,131.49,36.62,-32.39
1484136530.2,4CA8EA,52.4848,4.74663,6075,19.99,124.24,16.53,-11.25
1484136530.2,740734,52.0817,5.46997,14775,59.22,127.51,46.98,-36.06
1484136530.3,4CA71A,52.01189,4.55139,37000,52.6,136.12,36.46,-37.91
1484136530.4,406D92,51.87353,1.46881,23000,48.58,121.02,41.63,-25.04
1484136530.6,49D2E4,52.93867,2.77054,43000,31.56,115.66,28.44,-13.67
1484136530.7,484CB8,51.6357,4.08669,14350,48.89,131.49,36.62,-32.39
1484136530.8,344156,52.3202,4.85188,975,17.97,113.09,16.53,-7.05
1484136530.8,4853F4,52.32309,4.94141,2100,21.68,108.13,20.6,-6.75
1484136530.8,4CA71A,52.01268,4.55226,37000,52.96,135.94,36.83,-38.06
1484136531.2,4853F4,52.32309,4.94102,2100,21.68,108.13,20.6,-6.75
1484136531.3,344156,52.3202,4.85148,975,17.97,113.09,16.53,-7.05
1484136531.5,4CA211,52.86841,4.5224,33975,58.39,127.11,46.56,-35.23
1484136531.7,4853F4,52.32303,4.94049,2100,22.88,109.1,21.62,-7.49
1484136531.8,406AE3,52.68955,2.74446,34725,59.14,120.41,51.01,-29.94
1484136531.8,484CB8,51.63714,4.08691,14325,48.38,130.96,36.54,-31.72
1484136531.9,4CA71A,52.0144,4.55414,37000,52.96,135.94,36.83,-38.06
1484136531.9,4CA8EA,52.48466,4.75006,6050,20.57,126.07,16.62,-12.11
1484136532.0,4CA211,52.86845,4.5208,33975,58.39,127.11,46.56,-35.23
1484136532.2,406AE3,52.68889,2.74391,34725,59.14,120.41,51.01,-29.94
1484136532.3,484CB8,51.63776,4.08714,14325,48.38,130.96,36.54,-31.72
1484136532.3,4CA8EA,52.48462,4.7509,6050,20.57,126.07,16.62,-12.11
1484136532.5,4010DD,53.30515,3.26771,36000,61.17,123.54,50.98,-33.8
1484136532.5,49D2E4,52.93936,2.76558,43000,31.56,115.66,28.44,-13.67
1484136532.5,4CA211,52.86855,4.51973,33975,58.39,127.11,46.56,-35.23
1484136532.6,484132,52.56107,3.79471,12375,48.88,118.16,43.09,-23.07
1484136532.6,4841C3,52.82157,2.24388,25100,54.55,110.38,51.14,-19.0
1484136532.7,4CA8EA,52.48453,4.75221,6050,20.58,125.9,16.67,-12.07
1484136533.0,484132,52.56083,3.7975,12350,48.94,118.14,43.15,-23.08
1484136533.2,4CA8EA,52.48453,4.75308,6050,20.58,125.9,16.67,-12.07
1484136533.2,4CAA57,50.87178,6.35017,17700,49.28,137.32,33.4,-36.23
1484136533.5,344156,52.32014,4.84955,950,16.32,101.25,16.01,-3.18
1484136533.5,4CA211,52.86868,4.51679,34000,58.47,127.07,46.65,-35.25
1484136533.5,4CA71A,52.01696,4.55697,37000,53.31,136.74,36.53,-38.83
1484136533.7,484CB8,51.63965,4.08737,14300,49.2,130.85,37.22,-32.18
1484136533.7,4CA8EA,52.48444,4.75433,6050,19.86,125.81,16.11,-11.62
1484136534.0,344156,52.32011,4.84905,950,16.32,101.25,16.01,-3.18
1484136534.0,4841A6,50.76694,4.75204,28050,56.54,146.95,30.83,-47.39
1484136534.1,4CA71A,52.01775,4.55788,37000,53.31,136.74,36.53,-38.83
1484136534.2,4CA8EA,52.48439,4.75517,6050,19.86,125.81,16.11,-11.62
1484136534.4,344156,52.32011,4.84866,950,16.32,101.25,16.01,-3.18
1484136534.5,484132,52.55992,3.80066,12325,48.57,118.38,42.73,-23.08
1484136534.5,4CA211,52.86877,4.5142,34000,58.47,127.07,46.65,-35.25
1484136534.7,406AE3,52.68489,2.74062,34650,59.08,120.66,50.83,-30.13
1484136534.9,484CB8,51.64105,4.08758,14275,49.15,130.8,37.21,-32.12
1484136535.0,406AE3,52.68424,2.74007,34650,59.08,120.66,50.83,-30.13
1484136535.3,461F6E,52.03381,5.41014,37975,47.87,148.59,24.95,-40.85
1484136535.4,484CB8,51.64175,4.08775,14275,49.15,130.8,37.21,-32.12
1484136535.5,406AE3,52.68324,2.73918,34625,58.35,120.59,50.23,-29.69
1484136535.5,484132,52.55934,3.80331,12300,48.56,118.04,42.86,-22.83
1484136535.5,4CA211,52.86891,4.51146,33975,58.39,127.11,46.56,-35.23
1484136535.7,344156,52.32005,4.84726,925,17.15,105.23,16.55,-4.51
1484136535.7,4CA702,50.60129,4.17473,7825,24.28,124.38,20.04,-13.71
1484136535.8,484CB8,51.64226,4.08775,14250,49.11,130.75,37.2,-32.05
1484136535.9,406AE3,52.68256,2.73865,34625,58.74,121.06,50.32,-30.31
1484136536.1,484132,52.55901,3.8063,12275,48.62,118.03,42.92,-22.85
1484136536.1,4CA702,50.60124,4.17567,7825,24.28,124.38,20.04,-13.71
1484136536.2,4853F4,52.32289,4.93637,2050,22.6,112.07,20.95,-8.49
1484136536.3,4CA8EA,52.4842,4.75991,6025,21.66,124.5,17.85,-12.27
1484136536.4,406AE3,52.68192,2.73811,34600,58.72,121.15,50.26,-30.38
1484136536.5,484132,52.55873,3.80646,12275,48.62,118.03,42.92,-22.85
1484136536.5,49D2E4,52.94093,2.75435,43000,31.99,114.88,29.02,-13.46
1484136536.6,4CA702,50.60126,4.17703,7825,24.72,123.55,20.6,-13.67
1484136536.7,4CAA57,50.87663,6.35099,17600,49.49,136.33,34.17,-35.8
1484136536.9,406AE3,52.68093,2.73724,34575,58.87,120.46,50.75,-29.85
1484136536.9,484132,52.5585,3.80912,12250,48.23,118.53,42.37,-23.04
1484136536.9,484CB8,51.64371,4.08795,14250,49.86,131.7,37.23,-33.17
1484136537.4,461F6E,52.03074,5.40488,37975,47.87,148.59,24.95,-40.85
1484136537.5,43E9E3,52.06201,4.87709,43000,26.84,137.49,18.14,-19.79
1484136537.5,484132,52.55813,3.80912,12225,48.29,118.52,42.43,-23.06
1484136537.5,484CB8,51.64445,4.08821,14225,49.35,131.18,37.14,-32.5
1484136537.6,4841A6,50.77071,4.74571,28000,56.32,146.6,31.0,-47.01
1484136537.6,4B86D0,50.64514,5.83374,12350,32.18,115.69,29.0,-13.95
1484136537.7,344156,52.32001,4.8455,925,14.33,110.51,13.42,-5.02
1484136538.1,484132,52.55777,3.81195,12225,48.29,118.52,42.43,-23.06
1484136538.2,344156,52.32001,4.84512,900,14.31,110.54,13.4,-5.02
1484136538.2,4CA8EA,52.48402,4.76372,6025,20.91,126.4,16.83,-12.41
1484136538.5,484CB8,51.64572,4.0884,14225,49.35,131.18,37.14,-32.5
1484136538.6,43E9E3,52.06183,4.87424,43000,25.93,138.5,17.18,-19.42
1484136538.6,4CA8EA,52.48398,4.76456,6025,20.46,127.34,16.27,-12.41
1484136538.8,4007F4,51.76433,1.88074,27500,53.01,133.67,38.34,-36.6
1484136538.9,484CB8,51.64632,4.0884,14200,49.71,130.6,37.75,-32.35
1484136539.0,406AE3,52.67758,2.7345,34500,58.86,121.21,50.34,-30.5
1484136539.2,484132,52.55715,3.81508,12175,48.53,119.33,42.31,-23.77
1484136539.2,4CA8EA,52.48392,4.76579,6025,20.46,127.34,16.27,-12.41
1484136539.3,344156,52.31996,4.84406,900,17.3,100.22,17.03,-3.07
1484136539.4,484CB8,51.64687,4.08859,14200,49.71,130.6,37.75,-32.35
1484136539.5,406AE3,52.67693,2.73395,34500,58.86,121.21,50.34,-30.5
1484136539.6,43E9E3,52.0616,4.87106,43000,26.84,137.49,18.14,-19.79
1484136539.7,484132,52.55682,3.81508,12150,48.59,119.31,42.37,-23.79
1484136539.8,344156,52.31996,4.84367,900,17.82,99.93,17.55,-3.07
1484136539.8,484CB8,51.64747,4.08859,14200,49.71,130.6,37.75,-32.35
1484136539.8,4CA8EA,52.48384,4.76707,6000,20.51,127.08,16.36,-12.37
1484136539.9,406AE3,52.67628,2.7334,34475,58.84,121.3,50.28,-30.57
1484136539.9,4CAA57,50.88094,6.3518,17500,49.6,136.59,34.09,-36.03
1484136540.2,4007F4,51.76414,1.87807,27450,53.47,133.3,38.92,-36.67
1484136540.2,4841A6,50.77341,4.74243,27950,56.15,146.62,30.89,-46.89
1484136540.2,484CB5,51.1729,3.99635,20475,45.38,139.96,29.19,-34.75
1484136540.3,344156,52.31992,4.84301,875,17.79,99.94,17.52,-3.07
1484136540.3,484132,52.55649,3.81783,12150,48.59,119.31,42.37,-23.79
1484136540.3,484CB8,51.64801,4.08884,14175,49.67,130.55,37.74,-32.29
1484136540.3,4CA8EA,52.48378,4.7683,6000,20.51,127.08,16.36,-12.37
1484136540.4,406AE3,52.67528,2.73254,34450,58.82,121.38,50.22,-30.63
1484136540.7,43E9E3,52.06137,4.86796,43000,26.55,136.94,18.13,-19.4
1484136540.8,484132,52.55617,3.8179,12125,48.21,119.82,41.83,-23.98
1484136540.8,484CB8,51.64874,4.08884,14175,49.72,131.55,37.2,-32.98
1484136540.8,4CA8EA,52.48374,4.76917,6000,20.83,125.5,16.96,-12.1
1484136540.9,344156,52.31992,4.84262,875,16.45,104.1,15.95,-4.01
1484136540.9,4CA71A,52.02869,4.57,37000,53.94,136.04,37.44,-38.83
1484136540.9,4CAA57,50.88225,6.35201,17475,49.54,136.54,34.08,-35.96
1484136541.1,4841A6,50.77437,4.74082,27925,56.06,146.64,30.83,-46.82
1484136541.3,484CB8,51.64943,4.08905,14175,49.72,131.55,37.2,-32.98
1484136541.3,4CA8EA,52.48369,4.77003,6000,20.83,125.5,16.96,-12.1
1484136541.4,344156,52.31992,4.84299,875,16.45,104.1,15.95,-4.01
1484136541.4,484132,52.55585,3.82073,12100,48.27,119.81,41.88,-23.99
1484136541.4,4CA71A,52.02946,4.57092,37000,53.94,136.04,37.44,-38.83
1484136541.7,4007F4,51.76392,1.87458,27425,52.67,133.18,38.4,-36.04
1484136541.7,43E9E3,52.0611,4.8645,43000,26.84,137.49,18.14,-19.79
1484136541.8,406AE3,52.67293,2.73065,34400,59.92,122.15,50.73,-31.88
1484136541.8,484CB8,51.64994,4.08905,14150,48.8,131.37,36.62,-32.25
1484136542.1,484CB5,51.17464,3.99437,20450,45.1,139.61,29.22,-34.35
1484136542.1,740734,52.07007,5.51011,15250,59.5,127.5,47.21,-36.22
1484136542.4,484132,52.55521,3.82347,12075,49.55,120.32,42.77,-25.02
1484136542.4,4CA71A,52.03092,4.57251,37000,53.94,136.04,37.44,-38.83
1484136542.6,740734,52.06956,5.51193,15275,58.25,127.85,45.99,-35.75
1484136542.7,484CB8,51.65117,4.08922,14150,49.57,132.32,36.65,-33.37
1484136542.8,344156,52.31987,4.84175,850,14.19,102.0,13.88,-2.95
1484136542.8,43E9E3,52.0609,4.86169,43000,26.55,136.94,18.13,-19.4
1484136542.8,484132,52.55496,3.82638,12050,49.61,120.31,42.83,-25.03
1484136542.9,4CA71A,52.03171,4.57336,37000,53.94,136.04,37.44,-38.83
1484136543.2,344156,52.31987,4.84136,850,14.19,102.0,13.88,-2.95
1484136543.2,484CB8,51.65172,4.08922,14125,49.52,132.27,36.64,-33.31
1484136543.2,740734,52.06906,5.51361,15275,58.25,127.85,45.99,-35.75
1484136543.3,43E9E3,52.06073,4.8597,43000,26.55,136.94,18.13,-19.4
1484136543.3,484132,52.55464,3.82638,12050,49.61,120.31,42.83,-25.03
1484136543.4,4CA71A,52.03251,4.57424,37000,53.94,136.04,37.44,-38.83
1484136543.6,344156,52.31987,4.84105,850,14.64,100.56,14.39,-2.68
1484136543.7,484CB8,51.65236,4.08943,14125,49.52,132.27,36.64,-33.31
1484136543.7,4853F4,52.32271,4.92935,1975,22.88,111.17,21.34,-8.26
1484136543.7,740734,52.06854,5.51553,15325,58.11,127.9,45.86,-35.69
1484136543.8,4CA8EA,52.48343,4.77547,5975,21.14,126.42,17.01,-12.55
1484136543.9,43E9E3,52.06062,4.85815,43000,26.84,137.49,18.14,-19.79
1484136543.9,484132,52.55434,3.82927,12025,49.16,120.41,42.4,-24.88
1484136543.9,4CA71A,52.03331,4.57512,37000,54.67,135.68,38.19,-39.12
1484136543.9,4CAA57,50.88625,6.3527,17375,49.46,136.89,33.8,-36.1
1484136544.0,344156,52.31987,4.84065,850,14.64,100.56,14.39,-2.68
1484136544.0,4841C3,52.81472,2.28516,24975,54.01,111.37,50.3,-19.68
1484136544.1,4853F4,52.32271,4.92897,1975,22.88,111.17,21.34,-8.26
1484136544.2,406AE3,52.66892,2.72728,34325,59.87,122.4,50.55,-32.08
1484136544.2,484CB8,51.65311,4.08966,14125,49.52,132.27,36.64,-33.31
1484136544.2,485209,52.25615,5.17822,3275,38.21,116.52,34.19,-17.06
1484136544.3,4CA8EA,52.48337,4.7767,5975,21.14,126.42,17.01,-12.55
1484136544.4,344156,52.31983,4.84034,825,14.61,100.58,14.37,-2.68
1484136544.4,484132,52.55397,3.82919,12000,49.21,120.39,42.45,-24.9
1484136544.4,4CA71A,52.03423,4.5762,37000,54.67,135.68,38.19,-39.12
1484136544.6,4853F4,52.32266,4.92851,1975,23.57,112.16,21.83,-8.89
1484136544.7,484CB8,51.65378,4.08966,14100,50.33,132.14,37.33,-33.77
1484136544.8,344156,52.31983,4.83995,825,14.54,99.57,14.34,-2.42
1484136544.8,4CA71A,52.03488,4.5769,37000,54.67,135.68,38.19,-39.12
1484136545.1,484CB5,51.17743,3.98871,20400,44.83,138.71,29.59,-33.69
1484136545.2,4853F4,52.32267,4.928,1975,23.57,112.16,21.83,-8.89
1484136545.2,4CA8EA,52.48327,4.77835,5975,20.84,127.74,16.48,-12.75
1484136545.3,344156,52.31983,4.8394,825,14.54,99.57,14.34,-2.42
1484136545.3,484CB8,51.65446,4.08981,14100,50.33,132.14,37.33,-33.77
1484136545.6,406AE3,52.66658,2.72537,34250,60.38,122.35,51.01,-32.31
1484136545.8,400940,51.98218,4.40338,38000,48.05,145.6,27.14,-39.64
1484136545.8,484CB8,51.65506,4.08981,14100,49.87,131.68,37.24,-33.16
1484136545.8,4CA71A,52.03633,4.57848,37000,54.67,135.68,38.19,-39.12
1484136546.3,484CB8,51.65579,4.09003,14075,49.82,131.63,37.24,-33.1
1484136546.4,406AE3,52.66521,2.72423,34225,60.36,122.43,50.95,-32.37
1484136546.5,484132,52.55273,3.83507,11950,49.33,120.35,42.57,-24.93
1484136546.8,484CB8,51.65639,4.09003,14075,49.92,132.48,36.82,-33.71
1484136546.8,4853F4,52.32262,4.9265,1950,24.98,114.57,22.72,-10.39
1484136546.8,4CA8EA,52.48313,4.78172,5950,20.45,128.27,16.05,-12.66
1484136547.0,406AE3,52.66422,2.72343,34200,60.71,122.57,51.16,-32.69
1484136547.0,43E9E3,52.05995,4.84879,43000,26.84,137.49,18.14,-19.79
1484136547.0,484CB5,51.17931,3.98499,20350,44.68,138.74,29.46,-33.58
1484136547.2,484CB8,51.65694,4.09003,14050,49.87,132.43,36.81,-33.65
1484136547.2,4CA8EA,52.48309,4.78251,5950,20.45,128.27,16.05,-12.66
1484136547.4,406AE3,52.66357,2.72288,34175,60.7,122.65,51.1,-32.75
1484136547.6,484132,52.55208,3.83792,11925,49.38,120.34,42.62,-24.94
1484136547.6,49D2E4,52.94516,2.7243,43000,32.21,116.9,28.72,-14.57
1484136547.6,4CA8EA,52.48304,4.78337,5950,20.89,127.31,16.61,-12.66
1484136547.7,400940,51.98163,4.39758,38000,48.05,145.6,27.14,-39.64
1484136547.7,4853F4,52.32262,4.92561,1925,24.86,113.94,22.72,-10.09
1484136547.9,344156,52.31973,4.83711,800,13.7,104.19,13.28,-3.36
1484136547.9,4CA71A,52.03963,4.58221,37000,55.41,135.34,38.95,-39.41
1484136548.0,43E9E3,52.05974,4.84576,43000,26.84,137.49,18.14,-19.79
1484136548.0,484132,52.55182,3.84094,11900,49.44,120.32,42.68,-24.96
1484136548.1,49D2E4,52.94531,2.72316,43000,32.21,116.9,28.72,-14.57
1484136548.1,4CA8EA,52.48299,4.78415,5950,20.89,127.31,16.61,-12.66
1484136548.2,484CB5,51.1804,3.98121,20350,44.68,138.74,29.46,-33.58
1484136548.3,4853F4,52.32257,4.92509,1925,24.86,113.94,22.72,-10.09
1484136548.4,344156,52.31973,4.83657,800,13.7,104.19,13.28,-3.36
1484136548.4,4CA71A,52.04042,4.5831,37000,55.41,135.34,38.95,-39.41
1484136548.6,484132,52.55145,3.84087,11875,49.06,120.83,42.13,-25.14
1484136548.8,406AE3,52.66122,2.72095,34125,60.81,122.08,51.53,-32.29
1484136548.8,484CB8,51.65904,4.09048,14025,49.36,131.92,36.72,-32.98
1484136548.8,4853F4,52.32257,4.9247,1925,23.71,109.63,22.33,-7.97
1484136549.1,43E9E3,52.05949,4.84283,43000,26.84,137.49,18.14,-19.79
1484136549.3,484CB5,51.18144,3.97919,20325,44.54,138.28,29.64,-33.25
1484136549.3,484CB8,51.65962,4.09065,14025,49.36,131.92,36.72,-32.98
1484136549.3,4853F4,52.32257,4.92416,1925,23.71,109.63,22.33,-7.97
1484136549.7,484132,52.55077,3.84357,11850,48.62,121.31,41.54,-25.27
1484136550.2,484132,52.55045,3.84666,11825,48.67,121.29,41.59,-25.28
1484136550.4,484CB8,51.66096,4.09085,14000,49.61,132.35,36.67,-33.42
1484136550.6,4853F4,52.32253,4.9229,1900,20.91,109.18,19.75,-6.87
1484136550.7,484132,52.55013,3.84651,11825,48.25,121.83,40.99,-25.45
1484136550.8,484CB8,51.66151,4.09085,14000,49.61,132.35,36.67,-33.42
1484136550.8,4CA8EA,52.48271,4.78996,5925,20.94,126.88,16.75,-12.57
1484136551.0,4841A6,50.78471,4.72449,27750,55.87,145.85,31.36,-46.24
1484136551.1,43E9E3,52.05908,4.83673,43000,26.84,137.49,18.14,-19.79
1484136551.3,484132,52.54984,3.84937,11800,48.3,121.81,41.05,-25.46
1484136551.3,484CB8,51.66214,4.09103,14000,49.61,132.35,36.67,-33.42
1484136551.3,4CA8EA,52.48265,4.79118,5925,20.94,126.88,16.75,-12.57
1484136551.5,484CB5,51.18349,3.97545,20275,44.34,137.93,29.71,-32.91
1484136551.8,344156,52.31964,4.8333,750,13.07,103.59,12.7,-3.07
1484136551.8,406AE3,52.65617,2.71676,34025,60.44,122.92,50.73,-32.84
1484136551.8,484132,52.54952,3.84937,11775,48.36,121.8,41.1,-25.48
1484136551.8,4CAA57,50.89691,6.35455,17150,49.83,136.95,34.01,-36.41
1484136551.9,484CB8,51.66288,4.09103,13975,49.5,131.3,37.19,-32.67
1484136552.1,43E9E3,52.05886,4.83375,43000,27.48,136.01,19.08,-19.77
1484136552.2,400940,51.98044,4.38469,38000,48.05,145.8,27.0,-39.74
1484136552.2,4853F4,52.32248,4.92149,1875,19.88,104.77,19.22,-5.07
1484136552.3,344156,52.3196,4.83299,750,13.07,103.59,12.7,-3.07
1484136552.3,484132,52.54916,3.85239,11775,48.36,121.8,41.1,-25.48
1484136552.6,43E9E3,52.05872,4.83194,43000,27.48,136.01,19.08,-19.77
1484136552.7,344156,52.3196,4.83261,750,13.73,105.7,13.22,-3.72
1484136552.8,484132,52.54886,3.85502,11750,47.27,122.18,40.01,-25.18
1484136552.8,4CA8EA,52.48248,4.79404,5925,21.07,127.27,16.77,-12.76
1484136552.9,484CB8,51.66426,4.09122,13975,49.8,131.78,37.14,-33.18
1484136553.0,49D2E4,52.94717,2.70978,43000,32.21,116.9,28.72,-14.57
1484136553.1,344156,52.31959,4.8321,750,13.73,105.7,13.22,-3.72
1484136553.1,43E9E3,52.05862,4.83078,43000,27.48,136.01,19.08,-19.77
1484136553.2,406AE3,52.65381,2.71484,33975,60.41,123.08,50.61,-32.97
1484136553.2,4CA8EA,52.48243,4.7949,5900,21.11,127.2,16.81,-12.76
1484136553.4,484CB8,51.66484,4.09149,13950,49.75,131.73,37.13,-33.12
1484136553.7,4CA8EA,52.48238,4.79607,5900,21.11,127.02,16.86,-12.71
1484136553.8,484132,52.54825,3.85788,11725,47.33,122.16,40.06,-25.19
1484136553.8,484CB8,51.66535,4.09149,13950,49.75,131.73,37.13,-33.12
1484136554.1,4CA702,50.60115,4.21702,7525,20.69,120.87,17.76,-10.62
1484136554.2,484CB8,51.66591,4.09166,13950,49.75,131.73,37.13,-33.12
1484136554.3,4CA8EA,52.48234,4.79734,5900,21.11,127.02,16.86,-12.71
1484136554.7,406AE3,52.65111,2.71263,33900,60.0,123.27,50.17,-32.91
1484136554.7,484CB8,51.66646,4.09166,13950,49.75,131.73,37.13,-33.12
1484136554.8,4CA8EA,52.48229,4.79812,5900,21.24,127.48,16.86,-12.93
1484136555.1,406AE3,52.65047,2.7121,33900,60.0,123.27,50.17,-32.91
1484136555.1,484CB8,51.66696,4.09166,13925,49.7,131.68,37.12,-33.05
1484136555.3,896063,50.63754,6.2351,19500,52.45,139.46,34.09,-39.86
1484136555.4,4CA8EA,52.48219,4.79935,5900,21.24,127.48,16.86,-12.93
1484136555.5,484132,52.54728,3.86075,11675,47.03,122.98,39.45,-25.6
1484136555.5,484CB8,51.66754,4.09187,13925,49.24,131.22,37.04,-32.45
1484136555.6,344156,52.3195,4.82975,700,17.79,102.68,17.36,-3.9
1484136555.9,4853F4,52.32234,4.91811,1825,21.74,111.39,20.24,-7.93
1484136556.0,406AE3,52.64909,2.71095,33850,59.97,123.43,50.05,-33.04
1484136556.0,484CB8,51.66814,4.09187,13925,49.24,131.22,37.04,-32.45
1484136556.1,344156,52.3195,4.82935,700,17.79,102.68,17.36,-3.9
1484136556.3,4CAA57,50.90273,6.35552,17025,49.39,136.71,33.86,-35.95
1484136556.5,406AE3,52.64811,2.71009,33825,59.95,123.51,49.99,-33.1
1484136556.5,484CB8,51.6687,4.09204,13925,49.24,131.22,37.04,-32.45
1484136556.5,4853F4,52.32234,4.91753,1825,21.74,111.39,20.24,-7.93
1484136556.5,4CA8EA,52.4821,4.80179,5875,21.6,125.88,17.5,-12.66
1484136556.6,484CB5,51.18828,3.96592,20200,43.65,138.47,28.94,-32.67
1484136557.5,484132,52.54602,3.86648,11600,46.22,123.72,38.45,-25.66
1484136557.5,4CA8EA,52.48197,4.80385,5875,21.16,126.6,16.99,-12.62
1484136557.7,4007F4,51.76176,1.8391,27000,52.88,132.29,39.11,-35.58
1484136557.7,406AE3,52.64639,2.70874,33800,59.64,123.93,49.49,-33.29
1484136557.7,484CB8,51.67028,4.09225,13900,49.1,132.19,36.37,-32.98
1484136557.9,484132,52.54578,3.86948,11600,46.22,123.72,38.45,-25.66
1484136557.9,4CAA57,50.90483,6.35589,16975,49.61,137.07,33.79,-36.32
1484136558.0,4CA8EA,52.48192,4.80464,5875,21.16,126.6,16.99,-12.62
1484136558.1,3949E1,50.27385,6.06669,38000,39.19,172.48,5.13,-38.85
1484136558.1,406AE3,52.64575,2.70821,33775,59.63,124.01,49.43,-33.35
1484136558.1,740734,52.05448,5.56395,16075,56.1,131.48,42.03,-37.15
1484136558.3,484CB8,51.67104,4.09248,13875,49.05,132.14,36.37,-32.91
1484136558.4,484132,52.54546,3.86932,11575,46.28,123.69,38.5,-25.67
1484136558.4,4CA1B8,50.43663,1.027,36000,50.6,138.3,33.66,-37.78
1484136558.6,406AE3,52.64472,2.70735,33750,59.61,124.09,49.37,-33.41
1484136558.9,484132,52.54514,3.87205,11575,46.28,123.69,38.5,-25.67
1484136558.9,484CB8,51.67177,4.09248,13875,49.51,132.6,36.44,-33.52
1484136559.1,406AE3,52.64374,2.70653,33750,59.61,124.09,49.37,-33.41
1484136559.4,4CA8EA,52.48178,4.80743,5850,21.52,124.99,17.63,-12.34
1484136559.5,484132,52.54481,3.87229,11550,45.95,124.57,37.84,-26.07
1484136559.5,4CA1B8,50.438,1.02491,36000,50.6,138.3,33.66,-37.78
1484136559.7,344156,52.31936,4.82598,650,15.97,99.31,15.76,-2.58
1484136559.9,484CB8,51.67308,4.09271,13850,49.4,131.56,36.96,-32.77
1484136559.9,4D00D9,50.75656,4.44226,23000,53.76,144.53,31.19,-43.78
1484136560.0,4CA8EA,52.48174,4.80864,5850,21.08,125.7,17.12,-12.3
1484136560.1,344156,52.31936,4.82559,650,15.97,99.31,15.76,-2.58
1484136560.4,484CB8,51.67374,4.09293,13850,49.4,131.56,36.96,-32.77
1484136560.4,4CA8EA,52.48169,4.8095,5850,21.08,125.7,17.12,-12.3
1484136560.5,740734,52.05212,5.57205,16200,55.84,131.53,41.81,-37.03
1484136560.6,406AE3,52.64136,2.7046,33675,59.7,123.59,49.73,-33.02
1484136560.8,4841A6,50.79483,4.70838,27500,56.57,144.16,33.12,-45.86
1484136560.8,4853F4,52.3222,4.91341,1775,22.59,110.76,21.12,-8.01
